country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","20-01-2026 20:00:00",25.14389,75.821256,NO2,11,17,14
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","20-01-2026 20:00:00",25.339605,74.618883,CO,17,119,39
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","20-01-2026 20:00:00",25.339605,74.618883,OZONE,8,86,45
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.194909,76.862296,PM10,176,442,310
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.194909,76.862296,SO2,1,15,7
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.194909,76.862296,CO,13,115,51
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.194909,76.862296,OZONE,4,52,30
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.207266,76.829265,PM10,152,500,343
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.207266,76.829265,NO2,18,136,68
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","20-01-2026 20:00:00",28.207266,76.829265,NH3,8,12,9
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","20-01-2026 20:00:00",24.892047,74.623527,PM10,70,413,158
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","20-01-2026 20:00:00",24.892047,74.623527,CO,19,110,27
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","20-01-2026 20:00:00",28.296139,74.961696,PM2.5,70,351,183
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","20-01-2026 20:00:00",28.296139,74.961696,CO,8,64,33
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","20-01-2026 20:00:00",26.895552,76.334753,PM2.5,52,180,119
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","20-01-2026 20:00:00",26.895552,76.334753,SO2,3,16,8
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","20-01-2026 20:00:00",26.699557,77.898881,NO2,50,97,70
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","20-01-2026 20:00:00","30.736056 ",76.209694,PM2.5,48,230,103
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","20-01-2026 20:00:00",30.9028,75.8086,PM2.5,111,154,129
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","20-01-2026 20:00:00",30.9028,75.8086,PM10,118,141,128
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","20-01-2026 20:00:00",30.649961,76.331442,OZONE,13,37,31
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","20-01-2026 20:00:00",31.0325454,76.5623046,CO,40,81,49
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","20-01-2026 20:00:00",27.213494,73.734444,CO,22,103,30
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","20-01-2026 20:00:00",25.771061," 73.340227",PM2.5,44,315,154
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","20-01-2026 20:00:00",25.771061," 73.340227",PM10,72,163,114
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","20-01-2026 20:00:00",24.041198,74.780702,PM2.5,43,170,86
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","20-01-2026 20:00:00",24.041198,74.780702,NH3,4,6,5
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","20-01-2026 20:00:00",24.041198,74.780702,CO,18,49,22
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","20-01-2026 20:00:00",23.837789,73.714926,CO,6,48,20
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-01-2026 20:00:00",26.902909,75.836858,PM2.5,70,386,217
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-01-2026 20:00:00",26.902909,75.836858,SO2,19,26,22
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","20-01-2026 20:00:00",26.843698,75.766894,CO,4,106,29
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","20-01-2026 20:00:00",26.786682,75.827928,PM10,72,436,194
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","20-01-2026 20:00:00",27.554793,76.611536,NO2,40,46,42
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","20-01-2026 20:00:00",23.555190,74.440010,NO2,18,104,43
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","20-01-2026 20:00:00",23.555190,74.440010,SO2,3,7,5
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","20-01-2026 20:00:00",25.106006,76.469948,NO2,13,70,36
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","20-01-2026 20:00:00",25.106006,76.469948,NH3,9,15,11
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","20-01-2026 20:00:00",25.106006,76.469948,SO2,6,13,9
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-01-2026 20:00:00",26.268249,73.0193853,PM2.5,11,126,44
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-01-2026 20:00:00",26.268249,73.0193853,PM10,13,121,49
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-01-2026 20:00:00",26.268249,73.0193853,CO,5,104,48
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","20-01-2026 20:00:00",26.215415,73.070156,OZONE,5,88,72
